temperature,humidity,wind_speed,rainfall,recommended_sensitivity,explanation
31.4,24.0,12.4,0.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.7,63.5,23.1,15.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.2,52.4,18.3,15.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.1,66.3,14.5,17.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
35.7,39.8,5.8,2.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.5,58.3,19.3,6.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.9,24.0,12.9,2.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.3,83.3,15.9,25.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.9,56.6,23.0,11.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.6,59.8,23.3,17.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.2,91.8,44.6,71.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
19.0,94.3,31.4,58.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.9,93.5,25.6,47.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
30.6,20.1,9.1,1.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
34.0,40.4,7.3,3.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
32.3,43.8,11.1,1.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
40.6,35.4,15.5,3.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.3,53.5,11.6,17.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
17.6,83.8,46.2,80.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
20.1,79.7,19.5,32.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
44.2,43.0,12.2,4.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
43.3,32.9,10.6,3.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.0,77.6,29.0,31.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
30.3,56.6,17.3,6.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
36.1,22.6,12.3,4.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.3,100.0,48.0,99.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
35.0,43.3,11.3,4.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
36.8,20.2,10.1,2.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
44.9,40.8,6.3,2.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.9,88.6,41.4,67.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
19.5,86.4,38.9,75.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.3,87.9,31.2,31.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
31.0,45.9,20.9,19.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.4,76.6,29.5,64.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
36.6,36.2,6.0,3.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.4,88.2,27.6,31.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.9,82.3,21.7,49.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
39.6,36.1,17.7,1.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.0,95.6,45.5,63.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.0,94.3,33.0,20.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
24.1,78.0,28.9,40.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
28.9,70.7,33.6,46.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
37.8,26.6,7.6,4.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
36.5,21.5,18.0,2.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.1,93.0,20.7,27.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
40.6,31.6,6.9,4.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.3,30.2,11.5,0.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
37.9,38.2,11.8,0.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.0,78.4,23.4,28.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
34.7,26.6,15.3,1.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
17.9,97.2,33.7,80.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
28.1,92.8,22.9,40.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.6,31.1,16.3,1.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.4,49.6,21.5,9.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.3,72.9,26.9,23.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
24.5,62.2,12.2,13.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
39.4,28.2,13.1,1.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
35.0,33.2,5.6,2.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.0,50.6,20.0,6.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
38.0,25.9,9.6,1.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.2,98.4,37.2,71.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
24.4,79.7,15.3,29.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.6,30.6,15.8,1.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.5,39.1,13.5,0.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.5,75.6,27.8,54.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
38.7,40.5,8.1,4.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
44.7,37.8,13.8,0.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
36.6,32.2,6.4,1.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
17.5,96.7,30.1,83.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
37.3,42.8,8.3,4.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
41.9,44.3,14.8,3.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.5,80.1,31.6,50.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
18.4,87.4,19.9,41.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
25.7,83.9,34.3,46.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
19.2,83.6,38.3,99.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
27.4,61.7,11.8,12.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.0,78.3,18.9,46.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.2,57.0,12.4,15.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.0,80.2,31.4,99.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
20.5,94.8,48.8,68.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
31.4,54.8,11.7,9.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
15.9,91.6,41.2,77.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
19.5,88.3,27.4,28.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
28.2,93.3,28.2,40.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
38.8,37.6,10.1,2.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.5,86.1,20.4,36.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
32.1,39.3,8.0,1.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.5,66.1,12.2,12.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
37.7,35.2,16.5,0.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.6,58.9,15.5,5.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
40.8,35.0,14.9,4.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.2,86.0,38.6,82.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
30.6,31.6,15.1,2.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.3,91.3,33.4,24.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.5,89.5,33.2,71.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
29.4,51.8,13.9,17.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
43.7,32.9,10.2,3.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.4,83.7,30.4,62.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.2,59.2,17.5,18.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.8,93.7,43.2,84.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.8,95.2,47.5,76.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
21.2,90.4,29.6,20.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
19.3,89.5,22.6,27.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
39.7,37.1,15.2,3.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.5,91.4,30.8,95.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
40.4,39.5,5.7,4.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.8,49.0,14.3,12.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.5,68.9,24.2,13.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.3,60.4,22.9,15.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.7,56.5,19.4,15.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
16.7,93.6,33.1,60.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
20.9,84.3,45.5,77.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
20.2,82.5,24.6,37.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.2,78.3,23.3,36.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.2,68.9,21.4,9.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
36.0,41.9,11.6,0.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
35.2,26.5,13.3,1.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
39.3,28.7,12.6,3.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
36.8,27.2,6.5,3.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.5,50.3,12.9,5.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.1,46.6,11.6,10.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.4,66.9,19.8,10.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.3,86.6,19.9,66.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
23.5,94.0,24.2,24.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
24.3,87.5,43.9,78.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
30.8,26.6,13.1,0.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.6,47.5,13.9,15.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
33.8,35.1,17.6,1.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.2,84.6,29.3,40.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
26.4,83.2,24.6,43.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
24.3,71.4,20.9,24.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
20.0,71.7,28.9,61.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
34.8,36.6,6.7,2.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.9,71.6,33.1,69.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.1,90.8,49.4,77.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
30.7,47.4,12.6,12.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.4,66.7,11.6,12.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
16.4,94.7,45.3,99.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
20.4,90.3,28.9,22.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
34.8,32.5,16.9,3.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.6,89.3,21.7,65.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
20.4,82.4,16.1,30.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
29.5,73.2,29.9,22.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
28.2,79.7,31.6,33.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
18.0,86.2,34.3,57.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.8,71.8,23.1,29.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.9,90.3,21.6,24.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
18.5,92.8,44.6,97.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
32.0,24.9,10.0,2.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.5,77.8,22.3,39.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.9,94.8,21.7,52.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
34.8,38.1,9.7,4.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.7,94.0,34.9,50.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
28.0,56.8,22.7,7.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
35.6,34.1,16.7,5.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.5,55.0,17.6,13.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.6,85.3,30.6,34.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
43.1,37.9,11.3,4.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.9,70.1,27.5,56.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
18.0,86.8,15.2,32.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.0,65.2,10.2,11.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.0,60.3,24.5,5.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.9,66.6,21.2,15.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
33.8,20.5,10.2,3.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.7,97.1,39.4,93.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
41.4,28.5,6.0,3.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.8,73.7,16.0,61.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
20.6,83.8,28.6,65.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
19.6,77.2,21.6,26.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
33.6,23.7,14.0,3.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
32.9,31.2,17.2,0.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
39.9,28.3,13.3,4.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.8,75.8,18.2,36.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.8,80.3,26.8,64.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
27.6,77.1,33.0,46.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
21.0,98.7,34.3,62.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
37.0,34.9,10.1,4.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
37.3,24.7,6.6,4.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.0,71.7,29.9,65.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
34.8,35.0,12.1,2.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.4,63.5,20.4,7.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.9,49.1,24.9,19.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.0,82.5,33.6,28.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.9,54.6,17.3,5.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.6,80.8,44.4,63.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
31.2,49.6,24.8,8.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
40.0,36.1,7.9,3.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.2,77.0,33.2,54.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
23.5,72.8,33.5,63.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
26.2,84.1,40.4,80.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
28.2,63.3,22.1,14.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.9,78.5,24.6,48.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
20.2,90.2,24.5,31.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
18.2,82.1,26.2,63.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
30.1,57.6,14.5,15.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.0,85.5,20.4,32.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
28.4,71.0,27.8,39.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.5,93.5,33.7,20.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
26.1,79.2,31.0,53.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
